Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,Longitude,Latitude,Location
2019,502,105529,105529,3 Lennon Street WEST MELBOURNE 3003,West Melbourne (Industrial),Private,28,144.93022,-37.801,"-37.801, 144.93022"
2019,502,110970,110970,186-328 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,22,144.92423,-37.80194,"-37.80194, 144.92423"
2019,502,565584,565584,Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,30,144.9246,-37.80074,"-37.80074, 144.9246"
2019,502,577247,577247,Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,35,144.92158,-37.8006,"-37.8006, 144.92158"
2019,502,613975,613975,185-193 Kensington Road WEST MELBOURNE 3003,West Melbourne (Industrial),Private,22,144.91754,-37.80061,"-37.80061, 144.91754"
2019,503,612523,109449,85-87 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,4,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,612524,109449,46-48 McLennan Drive KENSINGTON VIC 3031,Kensington,Private,6,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,612525,109449,81-83 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,4,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,612526,109449,42-44 McLennan Drive KENSINGTON VIC 3031,Kensington,Private,6,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,612530,109449,90-114 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,5,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,612847,109449,73-75 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,4,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,618686,109449,14 McLennan Drive KENSINGTON VIC 3031,Kensington,Private,3,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,618689,109449,47 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,2,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,618692,109449,2 McLennan Drive KENSINGTON VIC 3031,Kensington,Private,3,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,618693,109449,39 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,9,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,618693,109449,39 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,4,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,624284,109449,5 McClure Road KENSINGTON VIC 3031,Kensington,Private,3,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,624285,109449,2 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,2,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,624290,109449,18 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,3,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,624291,109449,22 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,4,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,636737,109449,76-78 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,9,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,653575,109449,65-67 McClure Road KENSINGTON VIC 3031,Kensington,Private,3,144.9299,-37.7996,"-37.7996, 144.9299"
2019,503,653578,109449,68-70 Bakehouse Road KENSINGTON VIC 3031,Kensington,Private,7,144.9299,-37.7996,"-37.7996, 144.9299"
2019,505,100508,100508,330-344 Arden Street KENSINGTON VIC 3031,Kensington,Private,12,144.93497,-37.79901,"-37.79901, 144.93497"
2019,506,607958,607958,153-185 Langford Street NORTH MELBOURNE 3051,North Melbourne,Private,63,144.93644,-37.79564,"-37.79564, 144.93644"
2019,508,100820,100820,38-44 Barrett Street KENSINGTON VIC 3031,Kensington,Private,5,144.93432,-37.7981,"-37.7981, 144.93432"
2019,509,103333,103333,52-112 Elizabeth Street KENSINGTON VIC 3031,Kensington,Private,42,144.93269,-37.79829,"-37.79829, 144.93269"
2019,510,101893,101893,11 Chelmsford Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93227,-37.79615,"-37.79615, 144.93227"
2019,510,101897,101897,19 Chelmsford Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93257,-37.79618,"-37.79618, 144.93257"
2019,510,103047,103047,167-169 Eastwood Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93187,-37.7962,"-37.7962, 144.93187"
2019,510,104642,104642,28 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,2,144.93259,-37.79584,"-37.79584, 144.93259"
2019,511,100309,100309,12 Albermarle Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93354,-37.79616,"-37.79616, 144.93354"
2019,511,101036,101036,13 Bent Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93496,-37.79597,"-37.79597, 144.93496"
2019,511,101901,101901,27-31 Chelmsford Street KENSINGTON VIC 3031,Kensington,Residential,3,144.93377,-37.79632,"-37.79632, 144.93377"
2019,511,101905,101905,39 Chelmsford Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93405,-37.79635,"-37.79635, 144.93405"
2019,511,101906,101906,41 Chelmsford Street KENSINGTON VIC 3031,Kensington,Residential,1,144.9341,-37.79636,"-37.79636, 144.9341"
2019,511,101910,101910,53-59 Chelmsford Street KENSINGTON VIC 3031,Kensington,Private,6,144.93467,-37.79642,"-37.79642, 144.93467"
2019,511,104626,104626,80-86 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,2,144.93465,-37.79607,"-37.79607, 144.93465"
2019,511,104627,104627,76-78 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93448,-37.79605,"-37.79605, 144.93448"
2019,511,104633,104633,64 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93412,-37.79601,"-37.79601, 144.93412"
2019,512,104625,104625,16-28 Bent Street KENSINGTON VIC 3031,Kensington,Residential,64,144.93474,-37.79558,"-37.79558, 144.93474"
2019,513,103033,103033,457-469 Macaulay Road KENSINGTON VIC 3031,Kensington,Private,5,144.93153,-37.79485,"-37.79485, 144.93153"
2019,513,103033,103033,457-469 Macaulay Road KENSINGTON VIC 3031,Kensington,Residential,37,144.93153,-37.79485,"-37.79485, 144.93153"
2019,513,104604,104604,9 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,2,144.93185,-37.79524,"-37.79524, 144.93185"
2019,513,104605,104605,11 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93194,-37.79526,"-37.79526, 144.93194"
2019,513,104608,104608,17 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,1,144.9322,-37.79528,"-37.79528, 144.9322"
2019,513,104614,104614,33 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93273,-37.79534,"-37.79534, 144.93273"
2019,513,104615,104615,35 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93279,-37.79535,"-37.79535, 144.93279"
2019,513,104618,104618,41 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93301,-37.79538,"-37.79538, 144.93301"
2019,513,104619,104619,43 Hardiman Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93309,-37.79538,"-37.79538, 144.93309"
2019,513,106309,106309,413-427 MacAulay Road KENSINGTON VIC 3031,Kensington,Private,6,144.93277,-37.79499,"-37.79499, 144.93277"
2019,514,100501,100501,416 Arden Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93097,-37.79856,"-37.79856, 144.93097"
2019,514,100964,100964,322 Bellair Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93136,-37.79821,"-37.79821, 144.93136"
2019,514,108821,108821,1A Southey Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93072,-37.79776,"-37.79776, 144.93072"
2019,514,108824,108824,5-7 Southey Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93088,-37.79796,"-37.79796, 144.93088"
2019,514,109439,109439,1 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93103,-37.79754,"-37.79754, 144.93103"
2019,514,654979,654979,338 Bellair Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93147,-37.79856,"-37.79856, 144.93147"
2019,515,100492,100492,438 Arden Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93009,-37.79834,"-37.79834, 144.93009"
2019,516,100979,100979,268-270 Bellair Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93086,-37.79678,"-37.79678, 144.93086"
2019,516,102457,102457,55-57 Derby Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92925,-37.7978,"-37.7978, 144.92925"
2019,516,107006,107006,5 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,2,144.93055,-37.79697,"-37.79697, 144.93055"
2019,516,107014,107014,27 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,2,144.93001,-37.79728,"-37.79728, 144.93001"
2019,516,107024,107024,49 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92938,-37.79765,"-37.79765, 144.92938"
2019,516,109474,109474,42 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92985,-37.79782,"-37.79782, 144.92985"
2019,516,109478,109478,32 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,2,144.9301,-37.79768,"-37.79768, 144.9301"
2019,516,109489,109489,10 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,2,144.93076,-37.79729,"-37.79729, 144.93076"
2019,516,111374,111374,61 Derby Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92937,-37.79793,"-37.79793, 144.92937"
2019,517,107034,107034,71 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92832,-37.79827,"-37.79827, 144.92832"
2019,517,107036,107036,75 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92821,-37.79833,"-37.79833, 144.92821"
2019,517,107039,107039,81 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92801,-37.79845,"-37.79845, 144.92801"
2019,517,107046,107046,97 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,1,144.9275,-37.79864,"-37.79864, 144.9275"
2019,517,107047,107047,99-109 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92736,-37.79873,"-37.79873, 144.92736"
2019,517,109453,109453,94 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,2,144.928,-37.7989,"-37.7989, 144.928"
2019,517,109456,109456,88 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92814,-37.79882,"-37.79882, 144.92814"
2019,517,109457,109457,84-86 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92821,-37.79878,"-37.79878, 144.92821"
2019,517,109460,109460,78 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92839,-37.79868,"-37.79868, 144.92839"
2019,518,107048,107048,123 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92689,-37.7991,"-37.7991, 144.92689"
2019,518,107049,107049,125 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92682,-37.79914,"-37.79914, 144.92682"
2019,518,641141,641141,13-15 Childers Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92712,-37.79953,"-37.79953, 144.92712"
2019,518,641143,641143,124 Tennyson Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92723,-37.79946,"-37.79946, 144.92723"
2019,520,580219,580219,50-54 Henry Street KENSINGTON VIC 3031,Kensington,Residential,9,144.92651,-37.79551,"-37.79551, 144.92651"
2019,520,580221,580221,59-63 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,10,144.92538,-37.79573,"-37.79573, 144.92538"
2019,520,589625,589625,41-57 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,9,144.92569,-37.79554,"-37.79554, 144.92569"
2019,520,597178,597178,65 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,11,144.92496,-37.79602,"-37.79602, 144.92496"
2019,520,612647,612647,76-78 Altona Street KENSINGTON VIC 3031,Kensington,Residential,10,144.92594,-37.79714,"-37.79714, 144.92594"
2019,520,612648,612648,66-74 Altona Street KENSINGTON VIC 3031,Kensington,Residential,86,144.92621,-37.79717,"-37.79717, 144.92621"
2019,520,621973,621973,100-112 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,13,144.92715,-37.79839,"-37.79839, 144.92715"
2019,520,631886,631886,16-40 Derby Street KENSINGTON VIC 3031,Kensington,Residential,20,144.92688,-37.79588,"-37.79588, 144.92688"
2019,521,100982,100982,260-262 Bellair Street KENSINGTON VIC 3031,Kensington,Residential,1,144.93069,-37.79638,"-37.79638, 144.93069"
2019,521,102448,102448,35 Derby Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92872,-37.79723,"-37.79723, 144.92872"
2019,521,107070,107070,28 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92983,-37.79675,"-37.79675, 144.92983"
2019,521,107074,107074,20 Ormond Street KENSINGTON VIC 3031,Kensington,Residential,2,144.93001,-37.79664,"-37.79664, 144.93001"
2019,521,110206,110206,39 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,1,144.92901,-37.79678,"-37.79678, 144.92901"
2019,521,110207,110207,41 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,1,144.92894,-37.79682,"-37.79682, 144.92894"
2019,521,110209,110209,45 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,2,144.92878,-37.79691,"-37.79691, 144.92878"
2019,521,110213,110213,53 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,1,144.92846,-37.7971,"-37.7971, 144.92846"
2019,522,102447,102447,21 Derby Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92825,-37.79672,"-37.79672, 144.92825"
2019,522,110215,110215,58 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,2,144.92845,-37.79644,"-37.79644, 144.92845"
2019,522,110218,110218,52 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,2,144.92861,-37.79635,"-37.79635, 144.92861"
2019,522,110223,110223,38 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,1,144.92917,-37.79603,"-37.79603, 144.92917"
2019,522,110225,110225,32 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,2,144.92931,-37.79594,"-37.79594, 144.92931"
2019,522,110233,110233,16 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,1,144.9299,-37.7956,"-37.7956, 144.9299"
2019,522,110235,110235,12 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,2,144.93004,-37.79551,"-37.79551, 144.93004"
2019,522,110236,110236,10 Wolseley Parade KENSINGTON VIC 3031,Kensington,Residential,1,144.93014,-37.79546,"-37.79546, 144.93014"
2019,523,104387,104387,25 Gower Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92935,-37.79511,"-37.79511, 144.92935"
2019,524,104410,104410,48 Gower Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92751,-37.79569,"-37.79569, 144.92751"
2019,524,104411,104411,46 Gower Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92762,-37.79563,"-37.79563, 144.92762"
2019,524,104418,104418,32 Gower Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92806,-37.79539,"-37.79539, 144.92806"
2019,524,104419,104419,28-30 Gower Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92813,-37.7953,"-37.7953, 144.92813"
2019,524,104421,104421,24 Gower Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92843,-37.79514,"-37.79514, 144.92843"
2019,524,106321,106321,499 Macaulay Road KENSINGTON VIC 3031,Kensington,Residential,1,144.92946,-37.79458,"-37.79458, 144.92946"
2019,525,104808,104808,38 Henry Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92678,-37.79528,"-37.79528, 144.92678"
2019,525,104809,104809,36 Henry Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92689,-37.79522,"-37.79522, 144.92689"
2019,525,104813,104813,26-28 Henry Street KENSINGTON VIC 3031,Kensington,Residential,4,144.92729,-37.79498,"-37.79498, 144.92729"
2019,525,104816,104816,12 Henry Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92786,-37.79465,"-37.79465, 144.92786"
2019,525,105207,105207,5 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,3,144.92755,-37.79449,"-37.79449, 144.92755"
2019,525,105212,105212,21 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,2,144.9271,-37.79474,"-37.79474, 144.9271"
2019,525,105215,105215,27 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,2,144.92689,-37.79486,"-37.79486, 144.92689"
2019,525,105216,105216,29 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,2,144.9268,-37.79492,"-37.79492, 144.9268"
2019,525,105217,105217,31 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,2,144.92671,-37.79496,"-37.79496, 144.92671"
2019,525,105218,105218,33 Kensington Road KENSINGTON VIC 3031,Kensington,Residential,2,144.92663,-37.79501,"-37.79501, 144.92663"
2019,525,106335,106335,545-555 Macaulay Road KENSINGTON VIC 3031,Kensington,Private,15,144.92777,-37.79439,"-37.79439, 144.92777"
